round,family,name,hold_l,hold_s,sl_l,sl_s,tp_l,tp_s,tr_n,tr_pf,tr_mean_bp,tr_t,tr_win,tr_n_l,tr_pf_l,tr_n_s,tr_pf_s,va_n,va_pf,va_mean_bp,va_t,va_win,va_n_l,va_pf_l,va_n_s,va_pf_s,ho_n,ho_pf,ho_mean_bp,ho_t,ho_win,ho_n_l,ho_pf_l,ho_n_s,ho_pf_s,status
1651,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs24,12,24,0.06,0.07,0.1,0.14,1373,1.87,148.8,1.83,58.5,122,1.94,1251,1.87,732,1.65,101.3,0.89,55.7,11,0.03,721,1.72,1298,0.77,-36.1,-1.02,48.2,190,0.97,1108,0.75,FAIL
1652,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs24,12,24,0.06,0.07,0.1,0.18,1372,1.73,125.8,1.75,58.4,122,1.94,1250,1.72,732,1.7,110.1,0.88,55.3,11,0.03,721,1.77,1298,0.76,-38.2,-1.08,48.2,190,0.97,1108,0.74,FAIL
1653,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs24,12,24,0.06,0.08,0.1,0.2,1371,1.63,111.9,1.65,58.6,122,1.94,1249,1.62,731,1.68,105.5,0.87,55.8,11,0.03,720,1.74,1297,0.75,-40.6,-1.13,48.2,189,0.98,1108,0.72,FAIL
1654,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs36,12,36,0.06,0.07,0.1,0.14,1359,1.77,157.0,1.84,56.0,120,1.92,1239,1.76,724,1.52,94.0,0.79,52.5,11,0.03,713,1.57,1266,0.79,-38.0,-0.96,45.3,188,0.98,1078,0.77,FAIL
1655,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs36,12,36,0.06,0.07,0.1,0.18,1358,1.6,124.8,1.72,55.5,120,1.92,1238,1.59,724,1.58,107.6,0.83,51.9,11,0.03,713,1.64,1266,0.78,-39.3,-1.0,45.2,188,0.98,1078,0.77,FAIL
1656,B1_Asym_DualSqueeze,DisableLong_RelaxShort48_Hs36,12,36,0.06,0.08,0.1,0.2,1354,1.53,112.1,1.65,56.4,119,1.97,1235,1.51,722,1.57,103.6,0.86,52.4,11,0.03,711,1.63,1265,0.79,-38.8,-0.95,45.5,187,0.99,1078,0.77,FAIL
1657,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs24,12,24,0.06,0.07,0.1,0.14,443,2.01,153.3,1.62,59.4,123,1.93,320,2.03,261,1.53,81.7,0.91,59.0,11,0.03,250,1.72,685,0.79,-30.1,-1.0,46.9,190,0.97,495,0.75,FAIL
1658,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs24,12,24,0.06,0.07,0.1,0.18,442,1.79,119.2,1.5,59.3,123,1.93,319,1.76,261,1.5,76.8,0.87,59.0,11,0.03,250,1.68,685,0.8,-30.0,-1.0,46.9,190,0.97,495,0.75,FAIL
1659,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs24,12,24,0.06,0.08,0.1,0.2,442,1.65,103.6,1.36,59.3,123,1.93,319,1.6,261,1.46,72.0,0.83,59.4,11,0.03,250,1.63,684,0.77,-33.7,-1.12,46.9,189,0.98,495,0.72,FAIL
1660,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs36,12,36,0.06,0.07,0.1,0.14,442,2.1,183.1,1.89,60.6,123,1.93,319,2.13,260,1.34,62.9,0.66,52.7,11,0.03,249,1.48,680,0.83,-29.1,-0.88,45.4,190,0.97,490,0.79,FAIL
1661,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs36,12,36,0.06,0.07,0.1,0.18,441,1.78,131.5,1.72,60.1,123,1.93,318,1.76,260,1.33,61.6,0.67,52.3,11,0.03,249,1.47,680,0.83,-27.9,-0.85,45.4,190,0.97,490,0.8,FAIL
1662,B1_Asym_DualSqueeze,DisableLong_StrictShort40_Hs36,12,36,0.06,0.08,0.1,0.2,441,1.65,114.7,1.58,60.3,123,1.93,318,1.6,260,1.28,53.0,0.6,52.7,11,0.03,249,1.41,679,0.83,-28.5,-0.86,45.8,189,0.98,490,0.8,FAIL
1663,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs24,12,24,0.06,0.07,0.1,0.14,1376,1.87,148.5,1.83,58.5,125,1.95,1251,1.87,746,1.65,99.1,0.89,55.6,25,0.16,721,1.72,1308,0.77,-36.1,-1.02,48.1,200,0.96,1108,0.75,FAIL
1664,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs24,12,24,0.06,0.07,0.1,0.18,1375,1.73,125.6,1.75,58.4,125,1.95,1250,1.72,746,1.69,107.8,0.88,55.2,25,0.16,721,1.77,1308,0.76,-38.1,-1.09,48.0,200,0.96,1108,0.74,FAIL
1665,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs24,12,24,0.06,0.08,0.1,0.2,1374,1.63,111.7,1.65,58.7,125,1.95,1249,1.62,745,1.67,103.2,0.86,55.7,25,0.16,720,1.74,1307,0.75,-40.5,-1.14,48.0,199,0.97,1108,0.72,FAIL
1666,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs36,12,36,0.06,0.07,0.1,0.14,1362,1.77,156.8,1.84,56.0,123,1.93,1239,1.76,738,1.51,91.9,0.79,52.4,25,0.16,713,1.57,1276,0.79,-37.9,-0.97,45.1,198,0.97,1078,0.77,FAIL
1667,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs36,12,36,0.06,0.07,0.1,0.18,1361,1.6,124.7,1.73,55.5,123,1.93,1238,1.59,738,1.58,105.2,0.83,51.9,25,0.16,713,1.64,1276,0.78,-39.2,-1.0,45.1,198,0.97,1078,0.77,FAIL
1668,B1_Asym_DualSqueeze,StrictLong65_RelaxShort48_Hs36,12,36,0.06,0.08,0.1,0.2,1357,1.53,112.0,1.65,56.4,122,1.98,1235,1.51,736,1.57,101.4,0.86,52.3,25,0.16,711,1.63,1275,0.79,-38.7,-0.96,45.4,197,0.98,1078,0.77,FAIL
1669,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs24,12,24,0.06,0.07,0.1,0.14,446,2.01,152.6,1.62,59.4,126,1.94,320,2.03,275,1.51,76.8,0.9,58.5,25,0.16,250,1.72,695,0.79,-30.1,-1.02,46.6,200,0.96,495,0.75,FAIL
1670,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs24,12,24,0.06,0.07,0.1,0.18,445,1.79,118.6,1.5,59.3,126,1.94,319,1.76,275,1.48,72.1,0.86,58.5,25,0.16,250,1.68,695,0.79,-30.0,-1.02,46.6,200,0.96,495,0.75,FAIL
1671,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs24,12,24,0.06,0.08,0.1,0.2,445,1.65,103.1,1.37,59.3,126,1.94,319,1.6,275,1.44,67.5,0.82,58.9,25,0.16,250,1.63,694,0.77,-33.7,-1.14,46.7,199,0.97,495,0.72,FAIL
1672,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs36,12,36,0.06,0.07,0.1,0.14,445,2.1,182.2,1.89,60.7,126,1.94,319,2.13,274,1.33,58.8,0.65,52.6,25,0.16,249,1.48,690,0.82,-29.1,-0.91,45.2,200,0.96,490,0.79,FAIL
1673,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs36,12,36,0.06,0.07,0.1,0.18,444,1.78,130.9,1.72,60.1,126,1.94,318,1.76,274,1.32,57.6,0.66,52.2,25,0.16,249,1.47,690,0.83,-27.9,-0.87,45.2,200,0.96,490,0.8,FAIL
1674,B1_Asym_DualSqueeze,StrictLong65_StrictShort40_Hs36,12,36,0.06,0.08,0.1,0.2,444,1.65,114.2,1.59,60.4,126,1.94,318,1.6,274,1.27,49.4,0.59,52.6,25,0.16,249,1.41,689,0.83,-28.6,-0.88,45.6,199,0.97,490,0.8,FAIL
1675,B1_Asym_DualSqueeze,DualSq_BearBoost_var1675,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1676,B1_Asym_DualSqueeze,DualSq_BearBoost_var1676,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1677,B1_Asym_DualSqueeze,DualSq_BearBoost_var1677,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1678,B1_Asym_DualSqueeze,DualSq_BearBoost_var1678,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1679,B1_Asym_DualSqueeze,DualSq_BearBoost_var1679,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1680,B1_Asym_DualSqueeze,DualSq_BearBoost_var1680,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1681,B1_Asym_DualSqueeze,DualSq_BearBoost_var1681,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1682,B1_Asym_DualSqueeze,DualSq_BearBoost_var1682,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1683,B1_Asym_DualSqueeze,DualSq_BearBoost_var1683,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1684,B1_Asym_DualSqueeze,DualSq_BearBoost_var1684,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1685,B1_Asym_DualSqueeze,DualSq_BearBoost_var1685,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1686,B1_Asym_DualSqueeze,DualSq_BearBoost_var1686,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1687,B1_Asym_DualSqueeze,DualSq_BearBoost_var1687,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1688,B1_Asym_DualSqueeze,DualSq_BearBoost_var1688,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1689,B1_Asym_DualSqueeze,DualSq_BearBoost_var1689,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1690,B1_Asym_DualSqueeze,DualSq_BearBoost_var1690,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1691,B1_Asym_DualSqueeze,DualSq_BearBoost_var1691,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1692,B1_Asym_DualSqueeze,DualSq_BearBoost_var1692,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1693,B1_Asym_DualSqueeze,DualSq_BearBoost_var1693,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1694,B1_Asym_DualSqueeze,DualSq_BearBoost_var1694,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1695,B1_Asym_DualSqueeze,DualSq_BearBoost_var1695,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1696,B1_Asym_DualSqueeze,DualSq_BearBoost_var1696,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1697,B1_Asym_DualSqueeze,DualSq_BearBoost_var1697,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1698,B1_Asym_DualSqueeze,DualSq_BearBoost_var1698,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1699,B1_Asym_DualSqueeze,DualSq_BearBoost_var1699,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1700,B1_Asym_DualSqueeze,DualSq_BearBoost_var1700,12,24,0.06,0.07,0.1,0.16,542,2.4,215.2,1.3,63.3,76,2.36,466,2.4,381,1.79,134.6,0.83,55.9,4,0.0,377,1.83,608,0.63,-67.4,-1.21,42.4,129,1.14,479,0.57,FAIL
1701,B2_Bear_Breakdown,BearFlag_Hs18_SL6,12,18,0.06,0.06,0.1,0.12,6763,0.91,-18.3,-0.49,45.0,202,2.13,6561,0.88,4714,1.11,15.7,0.42,49.9,46,1.78,4668,1.1,4791,0.8,-28.6,-1.02,45.8,144,1.01,4647,0.8,FAIL
1702,B2_Bear_Breakdown,BearFlag_Hs18_SL7,12,18,0.06,0.07,0.1,0.16,6696,0.89,-22.4,-0.58,45.4,198,2.1,6498,0.87,4688,1.14,19.5,0.5,50.2,45,1.63,4643,1.13,4761,0.8,-28.2,-1.05,46.0,144,1.01,4617,0.8,FAIL
1703,B2_Bear_Breakdown,BearFlag_Hs18_SL8,12,18,0.06,0.08,0.1,0.2,6655,0.88,-25.6,-0.64,45.8,196,2.2,6459,0.85,4677,1.13,19.3,0.48,50.4,45,1.63,4632,1.13,4747,0.81,-26.4,-0.99,46.3,144,1.01,4603,0.81,FAIL
1704,B2_Bear_Breakdown,BearFlag_Hs24_SL6,12,24,0.06,0.06,0.1,0.12,6200,0.94,-12.1,-0.29,43.6,201,2.17,5999,0.92,4204,1.1,16.1,0.37,51.4,47,1.85,4157,1.09,4270,0.76,-40.0,-1.18,44.3,144,1.01,4126,0.76,FAIL
1705,B2_Bear_Breakdown,BearFlag_Hs24_SL7,12,24,0.06,0.07,0.1,0.16,6101,0.93,-14.6,-0.33,44.5,196,2.17,5905,0.91,4160,1.14,24.3,0.51,51.9,46,1.7,4114,1.14,4218,0.75,-41.8,-1.28,44.6,144,1.01,4074,0.74,FAIL
1706,B2_Bear_Breakdown,BearFlag_Hs24_SL8,12,24,0.06,0.08,0.1,0.2,6052,0.92,-17.7,-0.39,44.9,195,2.24,5857,0.9,4134,1.14,23.9,0.49,52.2,45,1.63,4089,1.14,4193,0.76,-38.9,-1.19,45.0,144,1.01,4049,0.76,FAIL
1707,B2_Bear_Breakdown,BearFlag_Hs36_SL6,12,36,0.06,0.06,0.1,0.12,5390,0.97,-8.3,-0.17,43.3,200,2.18,5190,0.94,3606,1.21,41.0,0.75,52.4,46,1.78,3560,1.21,3645,0.81,-37.5,-0.94,43.7,144,1.01,3501,0.8,FAIL
1708,B2_Bear_Breakdown,BearFlag_Hs36_SL7,12,36,0.06,0.07,0.1,0.16,5235,0.95,-11.8,-0.23,44.4,195,2.15,5040,0.93,3543,1.27,53.4,0.85,53.3,45,1.63,3498,1.27,3577,0.81,-37.1,-0.92,44.3,144,1.01,3433,0.8,FAIL
1709,B2_Bear_Breakdown,BearFlag_Hs36_SL8,12,36,0.06,0.08,0.1,0.2,5148,0.94,-15.2,-0.28,45.4,192,2.31,4956,0.92,3498,1.28,55.5,0.85,53.8,44,1.56,3454,1.28,3552,0.81,-36.8,-0.92,44.5,144,1.01,3408,0.8,FAIL
1710,B2_Bear_Breakdown,SuppBreak_Hs18_SL6,12,18,0.06,0.06,0.1,0.12,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1711,B2_Bear_Breakdown,SuppBreak_Hs18_SL7,12,18,0.06,0.07,0.1,0.16,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1712,B2_Bear_Breakdown,SuppBreak_Hs18_SL8,12,18,0.06,0.08,0.1,0.2,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1713,B2_Bear_Breakdown,SuppBreak_Hs24_SL6,12,24,0.06,0.06,0.1,0.12,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1714,B2_Bear_Breakdown,SuppBreak_Hs24_SL7,12,24,0.06,0.07,0.1,0.16,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1715,B2_Bear_Breakdown,SuppBreak_Hs24_SL8,12,24,0.06,0.08,0.1,0.2,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1716,B2_Bear_Breakdown,SuppBreak_Hs36_SL6,12,36,0.06,0.06,0.1,0.12,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1717,B2_Bear_Breakdown,SuppBreak_Hs36_SL7,12,36,0.06,0.07,0.1,0.16,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1718,B2_Bear_Breakdown,SuppBreak_Hs36_SL8,12,36,0.06,0.08,0.1,0.2,202,2.13,153.5,1.79,61.9,202,2.13,0,0.0,48,1.93,101.0,1.15,62.5,48,1.93,0,0.0,145,1.02,2.4,0.08,43.4,145,1.02,0,0.0,FAIL
1719,B2_Bear_Breakdown,CombinedBear_Hs18_SL6,12,18,0.06,0.06,0.1,0.12,6763,0.91,-18.3,-0.49,45.0,202,2.13,6561,0.88,4714,1.11,15.7,0.42,49.9,46,1.78,4668,1.1,4791,0.8,-28.6,-1.02,45.8,144,1.01,4647,0.8,FAIL
1720,B2_Bear_Breakdown,CombinedBear_Hs18_SL7,12,18,0.06,0.07,0.1,0.16,6696,0.89,-22.4,-0.58,45.4,198,2.1,6498,0.87,4688,1.14,19.5,0.5,50.2,45,1.63,4643,1.13,4761,0.8,-28.2,-1.05,46.0,144,1.01,4617,0.8,FAIL
1721,B2_Bear_Breakdown,CombinedBear_Hs18_SL8,12,18,0.06,0.08,0.1,0.2,6655,0.88,-25.6,-0.64,45.8,196,2.2,6459,0.85,4677,1.13,19.3,0.48,50.4,45,1.63,4632,1.13,4747,0.81,-26.4,-0.99,46.3,144,1.01,4603,0.81,FAIL
1722,B2_Bear_Breakdown,CombinedBear_Hs24_SL6,12,24,0.06,0.06,0.1,0.12,6200,0.94,-12.1,-0.29,43.6,201,2.17,5999,0.92,4204,1.1,16.1,0.37,51.4,47,1.85,4157,1.09,4270,0.76,-40.0,-1.18,44.3,144,1.01,4126,0.76,FAIL
1723,B2_Bear_Breakdown,CombinedBear_Hs24_SL7,12,24,0.06,0.07,0.1,0.16,6101,0.93,-14.6,-0.33,44.5,196,2.17,5905,0.91,4160,1.14,24.3,0.51,51.9,46,1.7,4114,1.14,4218,0.75,-41.8,-1.28,44.6,144,1.01,4074,0.74,FAIL
1724,B2_Bear_Breakdown,CombinedBear_Hs24_SL8,12,24,0.06,0.08,0.1,0.2,6052,0.92,-17.7,-0.39,44.9,195,2.24,5857,0.9,4134,1.14,23.9,0.49,52.2,45,1.63,4089,1.14,4193,0.76,-38.9,-1.19,45.0,144,1.01,4049,0.76,FAIL
1725,B2_Bear_Breakdown,CombinedBear_Hs36_SL6,12,36,0.06,0.06,0.1,0.12,5390,0.97,-8.3,-0.17,43.3,200,2.18,5190,0.94,3606,1.21,41.0,0.75,52.4,46,1.78,3560,1.21,3645,0.81,-37.5,-0.94,43.7,144,1.01,3501,0.8,FAIL
1726,B2_Bear_Breakdown,CombinedBear_Hs36_SL7,12,36,0.06,0.07,0.1,0.16,5235,0.95,-11.8,-0.23,44.4,195,2.15,5040,0.93,3543,1.27,53.4,0.85,53.3,45,1.63,3498,1.27,3577,0.81,-37.1,-0.92,44.3,144,1.01,3433,0.8,FAIL
1727,B2_Bear_Breakdown,CombinedBear_Hs36_SL8,12,36,0.06,0.08,0.1,0.2,5148,0.94,-15.2,-0.28,45.4,192,2.31,4956,0.92,3498,1.28,55.5,0.85,53.8,44,1.56,3454,1.28,3552,0.81,-36.8,-0.92,44.5,144,1.01,3408,0.8,FAIL
1728,B2_Bear_Breakdown,BearFlag_var1728,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1729,B2_Bear_Breakdown,BearFlag_var1729,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1730,B2_Bear_Breakdown,BearFlag_var1730,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1731,B2_Bear_Breakdown,BearFlag_var1731,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1732,B2_Bear_Breakdown,BearFlag_var1732,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1733,B2_Bear_Breakdown,BearFlag_var1733,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1734,B2_Bear_Breakdown,BearFlag_var1734,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1735,B2_Bear_Breakdown,BearFlag_var1735,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1736,B2_Bear_Breakdown,BearFlag_var1736,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1737,B2_Bear_Breakdown,BearFlag_var1737,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1738,B2_Bear_Breakdown,BearFlag_var1738,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
1739,B2_Bear_Breakdown,BearFlag_var1739,12,24,0.06,0.07,0.1,0.14,5986,0.92,-18.0,-0.4,44.1,76,2.36,5910,0.91,4118,1.11,19.2,0.41,51.7,4,0.0,4114,1.12,4206,0.77,-38.9,-1.15,44.6,130,1.07,4076,0.76,FAIL
