tf,family,q,hold_bars,n,mean_bp,pf,t,per_day,folds_pos,mean15_bp,adj_bp,pass_rel,pass_std
1m,F11_taker_follow|clock,0.999306,720,516,-12.222721822179732,0.9053080133607132,-0.8362590395421404,1.421487603305785,2,-22.222721822179736,-13.840483543352645,False,False
1m,F11_taker_follow|clock,0.998611,720,536,-17.15350361037552,0.8718936235472882,-1.1669013887749227,1.4765840220385675,1,-27.15350361037552,-18.409266266129244,False,False
1m,F11_taker_follow|clock,0.997222,720,562,-13.62532476738677,0.898846705916768,-0.9284642281344471,1.5482093663911847,2,-23.62532476738677,-14.750485531577636,False,False
1m,F12_taker_fade|bars,0.999653,12,7955,-19.62683347151596,0.2162870993888756,-19.971639044792276,21.914600550964188,0,-29.62683347151596,-19.614908225860756,False,False
1m,F12_taker_fade|bars,0.999306,12,8098,-19.548243554224236,0.2184571201802622,-20.18270849458876,22.308539944903583,0,-29.548243554224236,-19.536971790937663,False,False
1m,F12_taker_fade|bars,0.998611,12,8315,-19.6425075200889,0.2168138711751119,-21.044243051995807,22.90633608815427,0,-29.6425075200889,-19.63327248525776,False,False
1m,F12_taker_fade|bars,0.997222,12,8763,-19.914992342816674,0.21281212856844028,-22.90504843028413,24.140495867768596,0,-29.914992342816667,-19.90873755887251,False,False
1m,F12_taker_fade|clock,0.999653,720,501,-26.258714569694675,0.8078473117961981,-1.7749821348628805,1.3801652892561984,2,-36.25871456969468,-24.388218575920302,False,False
1m,F12_taker_fade|clock,0.999306,720,516,-27.777278177820282,0.7985736288364506,-1.901293270576619,1.421487603305785,2,-37.77727817782028,-26.159516456647367,False,False
1m,F12_taker_fade|clock,0.998611,720,536,-22.846496389624498,0.833852892913391,-1.5578203487224611,1.4765840220385675,2,-32.84649638962449,-21.590733733870767,False,False
1m,F12_taker_fade|clock,0.997222,720,562,-26.374675232613242,0.8141973518287599,-1.7998632961113095,1.5482093663911847,2,-36.374675232613235,-25.249514468422372,False,False
1m,F13_cvd_div|bars,0.999653,12,159,-7.584424282229392,0.7411469633575316,-1.2853776250969235,0.4380165289256198,2,-17.584424282229385,-7.6651232761267485,False,False
1m,F13_cvd_div|bars,0.999306,12,252,-10.13131400223738,0.6624305082988947,-2.20608645687602,0.6942148760330579,2,-20.131314002237374,-10.22478635691477,False,False
1m,F13_cvd_div|bars,0.998611,12,458,-11.155608475628437,0.6495390617820127,-2.8815413096127567,1.2617079889807163,1,-21.15560847562843,-11.184025518814716,False,False
1m,F13_cvd_div|bars,0.997222,12,794,-14.971574222339358,0.5467994728794416,-5.246704748747711,2.18732782369146,1,-24.971574222339356,-14.975950068759664,False,False
1m,F13_cvd_div|clock,0.999653,720,130,-0.8573696770864717,0.9940198527223141,-0.022961281202427616,0.3581267217630854,3,-10.857369677086478,-6.8678395052060734,False,False
1m,F13_cvd_div|clock,0.999306,720,192,-18.299557936260126,0.8767366068327102,-0.6402634835355817,0.5289256198347108,1,-28.299557936260126,-26.04101055434718,False,False
1m,F13_cvd_div|clock,0.998611,720,282,34.319917648073115,1.261457601137414,1.3391092573477474,0.7768595041322314,5,24.319917648073112,30.121075038691508,False,False
1m,F13_cvd_div|clock,0.997222,720,374,-25.74411955716756,0.843584168304049,-1.2006043168979206,1.0303030303030303,1,-35.74411955716757,-25.208218281241855,False,False
1m,F14_flushout|bars,0.999653,12,0,,,,0.0,0,,,False,False
1m,F14_flushout|bars,0.999306,12,0,,,,0.0,0,,,False,False
1m,F14_flushout|bars,0.998611,12,0,,,,0.0,0,,,False,False
1m,F14_flushout|bars,0.997222,12,0,,,,0.0,0,,,False,False
1m,F14_flushout|clock,0.999653,720,0,,,,0.0,0,,,False,False
1m,F14_flushout|clock,0.999306,720,0,,,,0.0,0,,,False,False
1m,F14_flushout|clock,0.998611,720,0,,,,0.0,0,,,False,False
1m,F14_flushout|clock,0.997222,720,0,,,,0.0,0,,,False,False
1m,F15_fund_fade|bars,0.999653,8,27725,-20.26278195725251,0.22812273031060512,-42.46113720348721,76.37741046831955,0,-30.2627819572525,-20.171477431501295,False,False
1m,F15_fund_fade|bars,0.999306,8,27725,-20.26278195725251,0.22812273031060512,-42.46113720348721,76.37741046831955,0,-30.2627819572525,-20.171477431501295,False,False
1m,F15_fund_fade|bars,0.998611,8,27725,-20.26278195725251,0.22812273031060512,-42.46113720348721,76.37741046831955,0,-30.2627819572525,-20.171477431501295,False,False
1m,F15_fund_fade|bars,0.997222,8,27725,-20.26278195725251,0.22812273031060512,-42.46113720348721,76.37741046831955,0,-30.2627819572525,-20.171477431501295,False,False
1m,F15_fund_fade|clock,0.999653,480,519,-31.73895217430591,0.7375465915153003,-2.6714587866407427,1.4297520661157024,0,-41.738952174305915,-25.759231992340997,False,False
1m,F15_fund_fade|clock,0.999306,480,519,-31.73895217430591,0.7375465915153003,-2.6714587866407427,1.4297520661157024,0,-41.738952174305915,-25.759231992340997,False,False
1m,F15_fund_fade|clock,0.998611,480,519,-31.73895217430591,0.7375465915153003,-2.6714587866407427,1.4297520661157024,0,-41.738952174305915,-25.759231992340997,False,False
1m,F15_fund_fade|clock,0.997222,480,519,-31.73895217430591,0.7375465915153003,-2.6714587866407427,1.4297520661157024,0,-41.738952174305915,-25.759231992340997,False,False
1m,F16_fund_follow|bars,0.999653,8,27725,-19.737218042747504,0.23872689809493078,-37.791947619600855,76.37741046831955,0,-29.7372180427475,-19.828522568498705,False,False
1m,F16_fund_follow|bars,0.999306,8,27725,-19.737218042747504,0.23872689809493078,-37.791947619600855,76.37741046831955,0,-29.7372180427475,-19.828522568498705,False,False
1m,F16_fund_follow|bars,0.998611,8,27725,-19.737218042747504,0.23872689809493078,-37.791947619600855,76.37741046831955,0,-29.7372180427475,-19.828522568498705,False,False
1m,F16_fund_follow|bars,0.997222,8,27725,-19.737218042747504,0.23872689809493078,-37.791947619600855,76.37741046831955,0,-29.7372180427475,-19.828522568498705,False,False
1m,F16_fund_follow|clock,0.999653,480,519,-8.261047825694092,0.9242613869718908,-0.6871497237502225,1.4297520661157024,4,-18.261047825694092,-14.240768007659002,False,False
1m,F16_fund_follow|clock,0.999306,480,519,-8.261047825694092,0.9242613869718908,-0.6871497237502225,1.4297520661157024,4,-18.261047825694092,-14.240768007659002,False,False
1m,F16_fund_follow|clock,0.998611,480,519,-8.261047825694092,0.9242613869718908,-0.6871497237502225,1.4297520661157024,4,-18.261047825694092,-14.240768007659002,False,False
1m,F16_fund_follow|clock,0.997222,480,519,-8.261047825694092,0.9242613869718908,-0.6871497237502225,1.4297520661157024,4,-18.261047825694092,-14.240768007659002,False,False
1m,F17_fund3_exh|bars,0.999653,8,19648,-19.65186318195118,0.2371044995148617,-31.992926117841595,54.1267217630854,0,-29.651863181951178,-19.576299906917715,False,False
1m,F17_fund3_exh|bars,0.999306,8,19648,-19.65186318195118,0.2371044995148617,-31.992926117841595,54.1267217630854,0,-29.651863181951178,-19.576299906917715,False,False
1m,F17_fund3_exh|bars,0.998611,8,19648,-19.65186318195118,0.2371044995148617,-31.992926117841595,54.1267217630854,0,-29.651863181951178,-19.576299906917715,False,False
1m,F17_fund3_exh|bars,0.997222,8,19648,-19.65186318195118,0.2371044995148617,-31.992926117841595,54.1267217630854,0,-29.651863181951178,-19.576299906917715,False,False
1m,F17_fund3_exh|clock,0.999653,480,368,-8.656548301193151,0.9195123123003309,-0.6469990139245152,1.0137741046831956,1,-18.65654830119316,-3.82298387100321,False,False
1m,F17_fund3_exh|clock,0.999306,480,368,-8.656548301193151,0.9195123123003309,-0.6469990139245152,1.0137741046831956,1,-18.65654830119316,-3.82298387100321,False,False
1m,F17_fund3_exh|clock,0.998611,480,368,-8.656548301193151,0.9195123123003309,-0.6469990139245152,1.0137741046831956,1,-18.65654830119316,-3.82298387100321,False,False
