fw,id,name,tr_n,tr_pf,tr_mean,tr_t,va_n,va_pf,va_mean,va_t,tr_pd,va_pd,std,rel,tr_only_rel
engine200,238,Hybrid: Trend Dip + Dynamic SL/TP,0,0.0,0.0,0.0,3,0.889,-20.0,-0.06,0.0,0.03333333333333333,False,False,False
engine200,239,Hybrid: Vol + OI Dual Confirmation,19,1.433,106.39,0.58,3,999.0,636.45,2.85,0.0695970695970696,0.03333333333333333,False,False,False
engine200,240,Hybrid: CMF Flow + 4h ST Cross,47,0.815,-39.15,-0.51,19,0.628,-101.56,-0.8,0.17216117216117216,0.2111111111111111,False,False,False
engine200,241,Hybrid: Keltner Break + ADX>25,149,0.829,-37.53,-0.87,48,1.405,95.6,0.94,0.5457875457875457,0.5333333333333333,False,False,False
engine200,242,Hybrid: Smart Money Long Divergence,21,0.785,-40.58,-0.42,0,0.0,0.0,0.0,0.07692307692307693,0.0,False,False,False
engine200,243,Hybrid: High-Beta Alt + BTC Protection,37,0.907,-20.6,-0.22,8,0.726,-90.31,-0.35,0.13553113553113552,0.08888888888888889,False,False,False
engine200,244,Hybrid: Donchian + ATR SL/TP (2:4),89,0.762,-36.02,-1.18,24,0.711,-45.0,-0.74,0.326007326007326,0.26666666666666666,False,False,False
engine200,245,Hybrid: 3-of-4 Confluence Consensus,119,0.727,-61.98,-1.3,31,1.022,5.98,0.05,0.4358974358974359,0.34444444444444444,False,False,False
engine200,246,Hybrid: Multi-Factor Composite >=4.0,102,0.985,-2.94,-0.05,17,0.89,-21.16,-0.18,0.37362637362637363,0.18888888888888888,False,False,False
engine200,247,Hybrid: Multi-Factor + BTC Bull Gate,69,0.89,-21.4,-0.35,8,0.189,-278.85,-1.69,0.25274725274725274,0.08888888888888889,False,False,False
engine200,248,Hybrid: Regime-Switching Dual Arm,78,0.911,-17.04,-0.31,19,1.212,41.34,0.25,0.2857142857142857,0.2111111111111111,False,False,False
engine200,249,Hybrid: Conviction Breakout + SL/TP,1,0.0,-270.0,-270000000000.0,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,250,Master MTF 1d/4h/1h Consensus,40,0.792,-43.15,-0.52,16,2.237,181.8,1.26,0.14652014652014653,0.17777777777777778,False,False,False
engine200,251,DualSq 1.5x Keltner mult=1.0 H=12,30,1.901,75.77,1.12,7,0.415,-139.9,-0.87,0.10989010989010989,0.07777777777777778,False,False,False
engine200,252,DualSq 1.5x Keltner mult=1.0 H=24,28,1.143,24.15,0.27,6,2.212,234.27,0.72,0.10256410256410256,0.06666666666666667,False,False,False
engine200,253,DualSq 1.5x Keltner mult=1.0 H=36,27,1.141,28.23,0.27,6,1.1,32.36,0.1,0.0989010989010989,0.06666666666666667,False,False,False
engine200,254,DualSq 1.5x Keltner mult=1.25 H=12,23,1.597,64.38,0.7,6,0.47,-130.74,-0.69,0.08424908424908426,0.06666666666666667,False,False,False
engine200,255,DualSq 1.5x Keltner mult=1.25 H=24,23,0.973,-4.97,-0.05,6,1.994,213.08,0.64,0.08424908424908426,0.06666666666666667,False,False,False
engine200,256,DualSq 1.5x Keltner mult=1.25 H=36,22,0.978,-5.01,-0.04,6,1.19,56.79,0.18,0.08058608058608059,0.06666666666666667,False,False,False
engine200,257,DualSq 1.5x Keltner mult=1.5 H=12,15,3.666,126.99,1.55,6,0.528,-116.41,-0.59,0.054945054945054944,0.06666666666666667,False,False,False
engine200,258,DualSq 1.5x Keltner mult=1.5 H=24,15,1.084,13.0,0.13,6,1.974,208.9,0.63,0.054945054945054944,0.06666666666666667,False,False,False
engine200,259,DualSq 1.5x Keltner mult=1.5 H=36,15,1.056,8.91,0.09,6,1.209,62.41,0.2,0.054945054945054944,0.06666666666666667,False,False,False
engine200,260,DualSq 1.5x Keltner mult=1.75 H=12,9,20.666,220.73,1.96,1,0.0,-186.54,-186541152678.04,0.03296703296703297,0.011111111111111112,False,False,False
engine200,261,DualSq 1.5x Keltner mult=1.75 H=24,9,1.289,35.77,0.28,1,0.0,-541.64,-541635252813.46,0.03296703296703297,0.011111111111111112,False,False,False
engine200,262,DualSq 1.5x Keltner mult=1.75 H=36,9,1.069,10.21,0.09,1,0.0,-730.19,-730189084172.15,0.03296703296703297,0.011111111111111112,False,False,False
engine200,263,DualSq 1.5x Keltner mult=2.0 H=12,5,5.406,241.8,1.08,1,0.0,-186.54,-186541152678.04,0.018315018315018316,0.011111111111111112,False,False,False
engine200,264,DualSq 1.5x Keltner mult=2.0 H=24,5,0.758,-46.01,-0.24,1,0.0,-541.64,-541635252813.46,0.018315018315018316,0.011111111111111112,False,False,False
engine200,265,DualSq 1.5x Keltner mult=2.0 H=36,5,0.811,-32.48,-0.2,1,0.0,-730.19,-730189084172.15,0.018315018315018316,0.011111111111111112,False,False,False
engine200,266,DualSq + 4h 50EMA Bull H=18,8,0.165,-140.41,-1.74,5,0.702,-93.14,-0.33,0.029304029304029304,0.05555555555555555,False,False,False
engine200,267,DualSq + 4h 50EMA Bull H=24,8,0.032,-242.58,-3.45,5,1.671,172.62,0.43,0.029304029304029304,0.05555555555555555,False,False,False
engine200,268,DualSq + 1d 100SMA Bull H=18,7,1.018,2.47,0.02,3,0.392,-186.97,-0.59,0.02564102564102564,0.03333333333333333,False,False,False
engine200,269,DualSq + 1d 100SMA Bull H=24,7,0.424,-132.2,-0.91,3,0.522,-182.9,-0.47,0.02564102564102564,0.03333333333333333,False,False,False
engine200,270,DualSq + BTC 4h Bull Gate H=18,8,1.055,5.86,0.06,4,0.232,-300.01,-1.2,0.029304029304029304,0.044444444444444446,False,False,False
engine200,271,DualSq + BTC 4h Bull Gate H=24,8,0.441,-100.41,-0.9,4,0.465,-172.06,-0.62,0.029304029304029304,0.044444444444444446,False,False,False
engine200,272,DualSq + Dual 4h + BTC Bull Gate H=18,7,0.916,-5.63,-0.09,5,0.702,-93.14,-0.33,0.02564102564102564,0.05555555555555555,False,False,False
engine200,273,DualSq + Dual 4h + BTC Bull Gate H=24,7,0.053,-160.65,-2.42,5,1.671,172.62,0.43,0.02564102564102564,0.05555555555555555,False,False,False
engine200,274,DualSq + 1d+4h Macro Bull H=18,9,1.091,9.87,0.09,5,0.702,-93.14,-0.33,0.03296703296703297,0.05555555555555555,False,False,False
engine200,275,DualSq + 1d+4h Macro Bull H=24,9,0.459,-97.55,-0.86,5,1.671,172.62,0.43,0.03296703296703297,0.05555555555555555,False,False,False
engine200,276,DualSq + Vol>1.2x H=18,14,1.732,74.33,0.83,5,0.758,-75.5,-0.26,0.05128205128205128,0.05555555555555555,False,False,False
engine200,277,DualSq + Vol>1.2x H=24,14,1.348,46.25,0.44,5,1.509,130.97,0.33,0.05128205128205128,0.05555555555555555,False,False,False
engine200,278,DualSq + Vol>1.5x H=18,12,1.345,40.83,0.41,4,0.47,-206.94,-0.62,0.04395604395604396,0.044444444444444446,False,False,False
engine200,279,DualSq + Vol>1.5x H=24,12,1.271,37.62,0.32,4,1.206,66.14,0.13,0.04395604395604396,0.044444444444444446,False,False,False
engine200,280,DualSq + Vol>2.0x H=18,9,5.224,171.66,1.79,2,0.0,-461.49,-1.72,0.03296703296703297,0.022222222222222223,False,False,False
engine200,281,DualSq + Vol>2.0x H=24,9,3.863,168.63,1.36,2,0.0,-573.61,-17.94,0.03296703296703297,0.022222222222222223,False,False,False
engine200,282,DualSq + Vol>2.5x H=18,6,4.644,221.08,1.56,1,0.0,-193.2,-193202233088.32,0.02197802197802198,0.011111111111111112,False,False,False
engine200,283,DualSq + Vol>2.5x H=24,6,3.76,236.56,1.28,1,0.0,-541.64,-541635252813.46,0.02197802197802198,0.011111111111111112,False,False,False
engine200,284,DualSq + Vol>3.0x H=18,5,5.786,279.67,1.76,1,0.0,-193.2,-193202233088.32,0.018315018315018316,0.011111111111111112,False,False,False
engine200,285,DualSq + Vol>3.0x H=24,5,5.71,318.98,1.57,1,0.0,-541.64,-541635252813.46,0.018315018315018316,0.011111111111111112,False,False,False
engine200,286,DualSq + Taker>55% H=18,7,1.582,52.66,0.43,5,1.676,124.74,0.48,0.02564102564102564,0.05555555555555555,False,False,False
engine200,287,DualSq + Taker>55% H=24,7,1.481,57.84,0.4,5,2.214,278.58,0.7,0.02564102564102564,0.05555555555555555,False,False,False
engine200,288,DualSq + Taker>60% H=18,2,1.179,40.24,0.08,1,999.0,450.26,450259560946.37,0.007326007326007326,0.011111111111111112,False,False,False
engine200,289,DualSq + Taker>60% H=24,2,1.612,101.18,0.23,1,999.0,390.3,390295640932.14,0.007326007326007326,0.011111111111111112,False,False,False
engine200,290,DualSq + Taker>65% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,291,DualSq + Taker>65% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,292,DualSq + Taker>70% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,293,DualSq + Taker>70% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,294,DualSq + Taker>75% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,295,DualSq + Taker>75% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,296,BBW LB=168 pinch=1.05 Break,9,0.951,-11.13,-0.06,4,0.31,-192.31,-0.91,0.03296703296703297,0.044444444444444446,False,False,False
engine200,297,BBW LB=168 pinch=1.15 Break,18,0.984,-3.11,-0.03,8,0.48,-160.54,-0.81,0.06593406593406594,0.08888888888888889,False,False,False
engine200,298,BBW LB=168 pinch=1.25 Break,20,1.495,86.7,0.66,9,0.431,-173.92,-0.99,0.07326007326007326,0.1,False,False,False
engine200,299,BBW LB=336 pinch=1.05 Break,7,0.839,-46.03,-0.18,1,0.0,-573.15,-573147319858.2,0.02564102564102564,0.011111111111111112,False,False,False
engine200,300,BBW LB=336 pinch=1.15 Break,11,1.15,30.29,0.18,6,0.764,-89.85,-0.28,0.040293040293040296,0.06666666666666667,False,False,False
engine200,301,BBW LB=336 pinch=1.25 Break,13,1.523,107.8,0.58,7,0.424,-203.21,-0.91,0.047619047619047616,0.07777777777777778,False,False,False
engine200,302,BBW LB=720 pinch=1.05 Break,2,0.065,-458.0,-0.88,1,0.0,-573.15,-573147319858.2,0.007326007326007326,0.011111111111111112,False,False,False
engine200,303,BBW LB=720 pinch=1.15 Break,3,0.603,-129.63,-0.29,3,0.547,-231.97,-0.42,0.01098901098901099,0.03333333333333333,False,False,False
engine200,304,BBW LB=720 pinch=1.25 Break,3,0.603,-129.63,-0.29,5,0.371,-285.23,-0.93,0.01098901098901099,0.05555555555555555,False,False,False
engine200,305,BBW Compression Variant 305,3,0.558,-187.47,-0.33,5,0.269,-295.11,-1.17,0.01098901098901099,0.05555555555555555,False,False,False
engine200,306,ATR Ratio 14/72 <0.65 Break,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,307,ATR Ratio 14/72 <0.7 Break,1,0.0,-526.13,-526130818349.13,1,999.0,466.8,466801914433.44,0.003663003663003663,0.011111111111111112,False,False,False
engine200,308,ATR Ratio 14/72 <0.75 Break,5,0.343,-256.38,-0.96,2,999.0,774.59,2.52,0.018315018315018316,0.022222222222222223,False,False,False
engine200,309,ATR Ratio 14/72 <0.8 Break,7,0.611,-109.49,-0.48,4,5.064,360.88,1.2,0.02564102564102564,0.044444444444444446,False,False,False
engine200,310,ATR Ratio 14/72 <0.85 Break,10,0.334,-192.13,-1.23,6,0.735,-77.7,-0.29,0.03663003663003663,0.06666666666666667,False,False,False
engine200,311,ATR Ratio 14/168 <0.65 Break,0,0.0,0.0,0.0,1,999.0,207.35,207354917061.22,0.0,0.011111111111111112,False,False,False
engine200,312,ATR Ratio 14/168 <0.7 Break,7,0.08,-309.4,-1.98,3,1.308,84.92,0.17,0.02564102564102564,0.03333333333333333,False,False,False
engine200,313,ATR Ratio 14/168 <0.75 Break,6,0.113,-423.96,-1.99,5,2.905,307.63,0.91,0.02197802197802198,0.05555555555555555,False,False,False
engine200,314,ATR Ratio 14/168 <0.8 Break,12,0.264,-264.61,-1.87,9,0.903,-28.04,-0.12,0.04395604395604396,0.1,False,False,False
engine200,315,ATR Ratio 14/168 <0.85 Break,14,0.743,-63.92,-0.46,11,1.142,40.2,0.19,0.05128205128205128,0.12222222222222222,False,False,False
engine200,316,HV12 Pinch exp=1.2x Break,36,1.296,42.48,0.57,15,0.173,-345.35,-2.1,0.13186813186813187,0.16666666666666666,False,False,False
engine200,317,HV12 Pinch exp=1.4x Break,10,1.113,11.74,0.13,5,0.0,-616.09,-4.04,0.03663003663003663,0.05555555555555555,False,False,False
engine200,318,HV12 Pinch exp=1.6x Break,4,0.279,-186.84,-1.04,3,0.0,-399.06,-2.94,0.014652014652014652,0.03333333333333333,False,False,False
engine200,319,HV24 Pinch exp=1.2x Break,9,0.164,-309.33,-2.33,8,0.484,-207.09,-0.9,0.03296703296703297,0.08888888888888889,False,False,False
engine200,320,HV24 Pinch exp=1.4x Break,3,0.0,-564.64,-4.52,2,2.003,271.62,0.33,0.01098901098901099,0.022222222222222223,False,False,False
engine200,321,HV24 Pinch exp=1.6x Break,2,0.0,-583.9,-2.73,2,2.003,271.62,0.33,0.007326007326007326,0.022222222222222223,False,False,False
engine200,322,HV48 Pinch exp=1.2x Break,7,0.663,-113.31,-0.46,5,1.401,124.15,0.31,0.02564102564102564,0.05555555555555555,False,False,False
engine200,323,HV48 Pinch exp=1.4x Break,2,1.108,42.89,0.05,3,1.08,26.67,0.05,0.007326007326007326,0.03333333333333333,False,False,False
engine200,324,HV48 Pinch exp=1.6x Break,1,999.0,883.26,883264889571.09,1,999.0,1084.88,1084882672495.0,0.003663003663003663,0.011111111111111112,False,False,False
engine200,325,HV Variant 325,1,999.0,410.27,410271537295.04,1,999.0,1409.01,1409008682625.74,0.003663003663003663,0.011111111111111112,False,False,False
engine200,326,CHOP<32 Momentum Cross H=18,1,0.0,-506.54,-506539705176.98,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,327,CHOP<32 Momentum Cross H=24,1,0.0,-370.31,-370308117540.93,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,328,CHOP<35 Momentum Cross H=18,2,0.0,-468.17,-12.2,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,329,CHOP<35 Momentum Cross H=24,2,0.0,-475.89,-4.51,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,330,CHOP<38 Momentum Cross H=18,2,0.0,-468.17,-12.2,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,331,CHOP<38 Momentum Cross H=24,2,0.0,-475.89,-4.51,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,332,CHOP<40 Momentum Cross H=18,8,0.106,-366.64,-2.74,0,0.0,0.0,0.0,0.029304029304029304,0.0,False,False,False
engine200,333,CHOP<40 Momentum Cross H=24,8,0.114,-427.55,-2.4,0,0.0,0.0,0.0,0.029304029304029304,0.0,False,False,False
engine200,334,CHOP<42 Momentum Cross H=18,15,0.326,-191.0,-1.85,5,0.58,-82.51,-0.42,0.054945054945054944,0.05555555555555555,False,False,False
engine200,335,CHOP<42 Momentum Cross H=24,15,0.207,-292.55,-2.49,5,0.18,-230.53,-1.49,0.054945054945054944,0.05555555555555555,False,False,False
engine200,336,DualSq SL=1.5% TP=3.0% H=24,15,1.703,55.79,0.96,8,1.647,55.0,0.56,0.054945054945054944,0.08888888888888889,False,False,False
engine200,337,DualSq SL=1.5% TP=3.0% H=36,15,1.441,40.0,0.67,8,1.647,55.0,0.56,0.054945054945054944,0.08888888888888889,False,False,False
engine200,338,DualSq SL=2.0% TP=4.0% H=24,15,0.834,-21.98,-0.32,8,1.727,80.0,0.62,0.054945054945054944,0.08888888888888889,False,False,False
engine200,339,DualSq SL=2.0% TP=4.0% H=36,15,0.864,-20.0,-0.26,8,1.727,80.0,0.62,0.054945054945054944,0.08888888888888889,False,False,False
engine200,340,DualSq SL=2.5% TP=5.0% H=24,15,1.368,43.9,0.52,7,2.37,158.57,0.97,0.054945054945054944,0.07777777777777778,False,False,False
engine200,341,DualSq SL=2.5% TP=5.0% H=36,15,1.464,66.88,0.69,7,2.37,158.57,0.97,0.054945054945054944,0.07777777777777778,False,False,False
engine200,342,DualSq SL=3.0% TP=6.0% H=24,15,1.397,53.9,0.55,7,1.211,38.61,0.21,0.054945054945054944,0.07777777777777778,False,False,False
engine200,343,DualSq SL=3.0% TP=6.0% H=36,15,1.455,75.37,0.67,7,1.359,65.71,0.33,0.054945054945054944,0.07777777777777778,False,False,False
engine200,344,DualSq SL=3.5% TP=7.0% H=24,15,1.419,63.9,0.56,6,1.577,106.72,0.49,0.054945054945054944,0.06666666666666667,False,False,False
engine200,345,DualSq SL=3.5% TP=7.0% H=36,15,1.412,71.92,0.6,6,1.789,145.92,0.63,0.054945054945054944,0.06666666666666667,False,False,False
engine200,346,Squeeze False Break Fade H=12,253,0.843,-23.3,-1.02,79,0.768,-45.54,-0.91,0.9267399267399268,0.8777777777777778,False,False,False
engine200,347,Squeeze False Break Fade H=18,207,0.805,-37.65,-1.17,67,0.776,-55.55,-0.83,0.7582417582417582,0.7444444444444445,False,False,False
engine200,348,Squeeze False Break Fade H=24,167,0.808,-39.81,-1.0,56,0.632,-101.6,-1.22,0.6117216117216118,0.6222222222222222,False,False,False
engine200,349,Squeeze False Break Fade H=30,150,1.058,12.23,0.26,44,0.741,-76.78,-0.71,0.5494505494505495,0.4888888888888889,False,False,False
engine200,350,Squeeze False Break Fade H=36,134,1.009,2.5,0.04,43,0.872,-41.08,-0.35,0.4908424908424908,0.4777777777777778,False,False,False
engine200,351,Taker Persist 2b >57% H=18,99,0.565,-99.57,-2.2,7,1.171,34.1,0.17,0.3626373626373626,0.07777777777777778,False,False,False
engine200,352,Taker Persist 2b >57% H=24,90,0.665,-86.58,-1.49,6,14.623,551.72,2.09,0.32967032967032966,0.06666666666666667,False,False,False
engine200,353,Taker Persist 2b >62% H=18,30,1.139,22.94,0.28,1,999.0,229.79,229788767024.4,0.10989010989010989,0.011111111111111112,False,False,False
engine200,354,Taker Persist 2b >62% H=24,29,0.898,-22.06,-0.23,1,999.0,364.5,364500189034.06,0.10622710622710622,0.011111111111111112,False,False,False
engine200,355,Taker Persist 2b >66% H=18,5,0.811,-10.48,-0.17,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,356,Taker Persist 2b >66% H=24,5,0.388,-128.82,-0.6,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,357,Taker Persist 3b >57% H=18,25,0.883,-23.42,-0.23,0,0.0,0.0,0.0,0.09157509157509157,0.0,False,False,False
engine200,358,Taker Persist 3b >57% H=24,25,0.724,-77.53,-0.63,0,0.0,0.0,0.0,0.09157509157509157,0.0,False,False,False
engine200,359,Taker Persist 3b >62% H=18,6,1.003,0.36,0.0,0,0.0,0.0,0.0,0.02197802197802198,0.0,False,False,False
engine200,360,Taker Persist 3b >62% H=24,6,0.331,-152.87,-1.04,0,0.0,0.0,0.0,0.02197802197802198,0.0,False,False,False
engine200,361,Taker Persist 3b >66% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,362,Taker Persist 3b >66% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,363,Taker Persist 4b >57% H=18,7,2.744,73.67,1.18,0,0.0,0.0,0.0,0.02564102564102564,0.0,False,False,False
engine200,364,Taker Persist 4b >57% H=24,7,2.919,82.82,1.02,0,0.0,0.0,0.0,0.02564102564102564,0.0,False,False,False
engine200,365,Taker Persist 4b >62% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,366,Taker Surge QV>2.0x at Level H=12,14,0.271,-178.37,-1.8,2,999.0,130.77,1.17,0.05128205128205128,0.022222222222222223,False,False,False
engine200,367,Taker Surge QV>2.0x at Level H=18,14,0.851,-28.08,-0.21,2,999.0,263.38,2.88,0.05128205128205128,0.022222222222222223,False,False,False
engine200,368,Taker Surge QV>2.0x at Level H=24,14,1.593,125.79,0.54,2,999.0,475.27,1.11,0.05128205128205128,0.022222222222222223,False,False,False
engine200,369,Taker Surge QV>3.0x at Level H=12,5,0.051,-295.85,-2.49,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,370,Taker Surge QV>3.0x at Level H=18,5,1.401,83.7,0.26,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,371,Taker Surge QV>3.0x at Level H=24,5,2.146,261.08,0.48,0,0.0,0.0,0.0,0.018315018315018316,0.0,False,False,False
engine200,372,Taker Surge QV>4.0x at Level H=12,3,0.0,-352.12,-2.88,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,373,Taker Surge QV>4.0x at Level H=18,3,0.31,-142.95,-0.71,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,374,Taker Surge QV>4.0x at Level H=24,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,375,Level Taker Surge Variant 375,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,376,Level Taker Surge Variant 376,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,377,Level Taker Surge Variant 377,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,378,Level Taker Surge Variant 378,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,379,Level Taker Surge Variant 379,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,380,Level Taker Surge Variant 380,3,0.046,-194.82,-1.66,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,381,Inst Block QV>2.0x Cnt<0.7x H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,382,Inst Block QV>2.0x Cnt<0.7x H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,383,Inst Block QV>2.0x Cnt<0.8x H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,384,Inst Block QV>2.0x Cnt<0.8x H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,385,Inst Block QV>2.0x Cnt<0.9x H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,386,Inst Block QV>2.0x Cnt<0.9x H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,387,Inst Block QV>2.5x Cnt<0.7x H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,388,Inst Block QV>2.5x Cnt<0.7x H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,389,Inst Block QV>2.5x Cnt<0.8x H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,390,Inst Block QV>2.5x Cnt<0.8x H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
